pref_name	chembl_id	indication_class	mw_freebase	canonical_smiles
SODIUM PERBORATE	CHEMBL3707333		153.65	O[B-]1(O)OO[B-](O)(O)OO1.[Na+].[Na+]
ACIPIMOX	CHEMBL345714		154.12	Cc1cnc(C(=O)O)c[n+]1[O-]
MECHLORETHAMINE HYDROCHLORIDE	CHEMBL1201001	Antineoplastic	156.06	CN(CCCl)CCCl.Cl
MECHLORETHAMINE	CHEMBL427	Antineoplastic	156.06	CN(CCCl)CCCl
MENTHOL	CHEMBL256087	Antipruritic (topical)	156.27	CC1CCC(C(C)C)C(O)C1
CHLOROXYLENOL	CHEMBL398440	Antibacterial	156.61	Cc1cc(O)cc(C)c1Cl
PARAMETHADIONE	CHEMBL1100		157.17	CCC1(C)OC(=O)N(C)C1=O
TRANEXAMIC ACID	CHEMBL877	Hemostatic	157.21	NC[C@H]1CC[C@H](C(=O)O)CC1
BUFORMIN	CHEMBL39736	Antidiabetic	157.22	CCCCNC(=N)NC(=N)N
SODIUM PHENYLACETATE	CHEMBL1200358	Antihyperammonemic	158.13	O=C([O-])Cc1ccccc1.[Na+]
CALCIUM ACETATE	CHEMBL1200800	Pharmaceutic Aid (buffering agent)	158.17	CC(=O)[O-].CC(=O)[O-].[Ca+2]
STRONTIUM CHLORIDE	CHEMBL2219640	Antineoplastic; Radioactive Agent,Radioactive Agent	158.53	[Cl-].[Cl-].[Sr+2]
STRONTIUM CHLORIDE SR 89	CHEMBL1200625	Antineoplastic; Radioactive Agent	158.53	[89Sr+2].[Cl-].[Cl-]
PARGYLINE HYDROCHLORIDE	CHEMBL1200425	Antihypertensive	159.23	C#CCN(C)Cc1ccccc1.Cl
PREGABALIN	CHEMBL1059	Anticonvulsant	159.23	CC(C)C[C@H](CN)CC(=O)O
PARGYLINE	CHEMBL673	Antihypertensive	159.23	C#CCN(C)Cc1ccccc1
SODIUM SALICYLATE	CHEMBL447868	Analgesic	160.10	O=C([O-])c1ccccc1O.[Na+]
HYDRALAZINE	CHEMBL276832	Antihypertensive	160.18	NNc1nncc2ccccc12
HYDRALAZINE HYDROCHLORIDE	CHEMBL542541	Antihypertensive	160.18	Cl.NNc1nncc2ccccc12
TOLAZOLINE	CHEMBL770	Vasodilator (peripheral)	160.22	c1ccc(CC2=NCCN2)cc1
TOLAZOLINE HYDROCHLORIDE	CHEMBL1689	Vasodilator (peripheral)	160.22	Cl.c1ccc(CC2=NCCN2)cc1
METHACHOLINE CHLORIDE	CHEMBL1200764	Cholinergic	160.24	CC(=O)OC(C)C[N+](C)(C)C.[Cl-]
METHACHOLINE	CHEMBL978	Cholinergic	160.24	CC(=O)OC(C)C[N+](C)(C)C
LEVOCARNITINE	CHEMBL1149	Replenisher (carnitine)	161.20	C[N+](C)(C)C[C@H](O)CC(=O)[O-]
BETHANECHOL CHLORIDE	CHEMBL1768	Cholinergic	161.22	CC(C[N+](C)(C)C)OC(N)=O.[Cl-]
BETHANECHOL	CHEMBL1482	Cholinergic	161.22	CC(C[N+](C)(C)C)OC(N)=O
ZINC SULFATE	CHEMBL1200929	Astringent (ophthalmic)	161.45	O=S(=O)([O-])[O-].[Zn+2]
CLOMETHIAZOLE	CHEMBL315795		161.66	Cc1ncsc1CCCl
NICOTINE BITARTRATE	CHEMBL3989563		162.24	CN1CCC[C@H]1c1cccnc1.O.O.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
NICOTINE	CHEMBL3	Smoking Cessation Adjunct	162.24	CN1CCC[C@H]1c1cccnc1
MIGALASTAT	CHEMBL110458		163.17	OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
MIGALASTAT HYDROCHLORIDE	CHEMBL2107355		163.17	Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
ACETYLCYSTEINE	CHEMBL600	Mucolytic	163.20	CC(=O)N[C@@H](CS)C(=O)O
TIOPRONIN	CHEMBL1314		163.20	CC(S)C(=O)NCC(=O)O
MEPHENTERMINE	CHEMBL1201234	Adrenergic (vasoconstrictor)	163.26	CNC(C)(C)Cc1ccccc1
MEPHENTERMINE SULFATE	CHEMBL3184799		163.26	CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O
TRICHLOROACETIC ACID	CHEMBL14053		163.39	O=C(O)C(Cl)(Cl)Cl
PHENYLBUTANOIC ACID	CHEMBL1469	Antihyperammonemic	164.20	O=C(O)CCCc1ccccc1
SODIUM PHENYLBUTYRATE	CHEMBL1746	Antihyperammonemic	164.20	O=C([O-])CCCc1ccccc1.[Na+]
METHOXYFLURANE	CHEMBL1341	Anesthetic (inhalation)	164.97	COC(F)(F)C(Cl)Cl
BENZOCAINE	CHEMBL278172	Anesthetic (topical)	165.19	CCOC(=O)c1ccc(N)cc1
EPHEDRINE SULFATE	CHEMBL1523964	Adrenergic	165.24	CN[C@@H](C)[C@H](O)c1ccccc1.CN[C@@H](C)[C@H](O)c1ccccc1.O=S(=O)(O)O
PSEUDOEPHEDRINE HYDROCHLORIDE	CHEMBL1200724	Adrenergic (vasoconstrictor)	165.24	CN[C@@H](C)[C@@H](O)c1ccccc1.Cl
PSEUDOEPHEDRINE SULFATE	CHEMBL3989855		165.24	CN[C@@H](C)[C@@H](O)c1ccccc1.CN[C@@H](C)[C@@H](O)c1ccccc1.O=S(=O)(O)O
PSEUDOEPHEDRINE	CHEMBL1590	Adrenergic (vasoconstrictor),Decongestant,Nasal Decongestant	165.24	CN[C@@H](C)[C@@H](O)c1ccccc1
EPHEDRINE HYDROCHLORIDE	CHEMBL2146102	Bronchodilator	165.24	CN[C@@H](C)[C@H](O)c1ccccc1.Cl
EPHEDRINE	CHEMBL211456	Adrenergic,Bronchodilator	165.24	CN[C@@H](C)[C@H](O)c1ccccc1
CHLORAL HYDRATE	CHEMBL455917	Sedative-Hypnotic	165.40	OC(O)C(Cl)(Cl)Cl
POTASSIUM IODIDE	CHEMBL1141	Supplement (iodine); Expectorant; Antifungal	166.00	[I-].[K+]
PHENOXYPROPAZINE	CHEMBL1909286		166.22	CC(COc1ccccc1)NN
EDROPHONIUM CHLORIDE	CHEMBL1128	Antidote (to curare principles); Diagnostic Aid (myasthenia gravis)	166.24	CC[N+](C)(C)c1cccc(O)c1.[Cl-]
EDROPHONIUM	CHEMBL1104	Antidote (to curare principles); Diagnostic Aid (myasthenia gravis)	166.24	CC[N+](C)(C)c1cccc(O)c1
ETHIONAMIDE	CHEMBL1441	Antibacterial (tuberculostatic)	166.25	CCc1cc(C(N)=S)ccn1
THIOGUANINE	CHEMBL727	Antineoplastic	167.20	Nc1nc2[nH]cnc2c(=S)[nH]1
PHENYLEPHRINE	CHEMBL1215	Adrenergic (ophthalmic)	167.21	CNC[C@H](O)c1cccc(O)c1
METARAMINOL	CHEMBL1201319	Adrenergic	167.21	C[C@H](N)[C@H](O)c1cccc(O)c1
ETHINAMATE	CHEMBL1576		167.21	C#CC1(OC(N)=O)CCCCC1
PHENYLEPHRINE HYDROCHLORIDE	CHEMBL1200339	Adrenergic (ophthalmic)	167.21	CNC[C@H](O)c1cccc(O)c1.Cl
PHENYLEPHRINE BITARTRATE	CHEMBL2062264		167.21	CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
METARAMINOL BITARTRATE	CHEMBL2062262	Adrenergic	167.21	C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
MECAMYLAMINE HYDROCHLORIDE	CHEMBL1237082	Antihypertensive	167.30	CNC1(C)C2CCC(C2)C1(C)C.Cl
MECAMYLAMINE	CHEMBL267936	Antihypertensive	167.30	CNC1(C)C2CCC(C2)C1(C)C
DESFLURANE	CHEMBL1200733	Anesthetic	168.04	FC(F)OC(F)C(F)(F)F
NOREPINEPHRINE BITARTRATE	CHEMBL1434513		169.18	NC[C@H](O)c1ccc(O)c(O)c1.O.O=C(O)C(O)C(O)C(=O)O
PYRIDOXINE	CHEMBL1364	Vitamin (enzyme co-factor)	169.18	Cc1ncc(CO)c(CO)c1O
NOREPINEPHRINE	CHEMBL1437	Adrenergic (vasoconstrictor)	169.18	NC[C@H](O)c1ccc(O)c(O)c1
PYRIDOXINE HYDROCHLORIDE	CHEMBL1200756	Vitamin (enzyme co-factor)	169.18	Cc1ncc(CO)c(CO)c1O.Cl
CHLORZOXAZONE	CHEMBL1371	Relaxant (skeletal muscle)	169.57	O=c1[nH]c2cc(Cl)ccc2o1
SILVER NITRATE	CHEMBL177367		169.87	O=[N+]([O-])[O-].[Ag+]
LEVETIRACETAM	CHEMBL1286		170.21	CC[C@@H](C(N)=O)N1CCCC1=O
PROPYLTHIOURACIL	CHEMBL1518	Thyroid Inhibitor	170.24	CCCc1cc(=O)[nH]c(=S)[nH]1
METRONIDAZOLE HYDROCHLORIDE	CHEMBL1200869	Antibacterial	171.16	Cc1ncc([N+](=O)[O-])n1CCO.Cl
METRONIDAZOLE	CHEMBL137	Antibacterial,Antiprotozoal (trichomonas)	171.16	Cc1ncc([N+](=O)[O-])n1CCO
RASAGILINE TARTRATE	CHEMBL5315052		171.24	C#CCN[C@@H]1CCc2ccccc21.C#CCN[C@@H]1CCc2ccccc21.O=C(O)C(O)C(O)C(=O)O
RASAGILINE MESYLATE	CHEMBL1201142	Antiparkinsonian	171.24	C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
GABAPENTIN	CHEMBL940	Anticonvulsant	171.24	NCC1(CC(=O)O)CCCCC1
RASAGILINE	CHEMBL887	Antiparkinsonian	171.24	C#CCN[C@@H]1CCc2ccccc21
MENADIONE	CHEMBL590	Vitamin (prothrombogenic)	172.18	CC1=CC(=O)c2ccccc2C1=O
SULFANILAMIDE	CHEMBL21		172.21	Nc1ccc(S(N)(=O)=O)cc1
TERPIN HYDRATE	CHEMBL2105614	Expectorant	172.27	CC1(O)CCC(C(C)(C)O)CC1.O
TERPIN	CHEMBL1651998	Expectorant	172.27	CC1(O)CCC(C(C)(C)O)CC1
POTASSIUM PHOSPHATE, DIBASIC	CHEMBL1200459	Regulator (calcium)	174.17	O=P([O-])([O-])O.[K+].[K+]
EDARAVONE	CHEMBL290916		174.20	CC1=NN(c2ccccc2)C(=O)C1
POTASSIUM SULFATE	CHEMBL2021424		174.26	O=S(=O)([O-])[O-].[K+].[K+]
DEBRISOQUIN SULFATE	CHEMBL1593558	Antihypertensive	175.24	N=C(N)N1CCc2ccccc2C1.N=C(N)N1CCc2ccccc2C1.O=S(=O)(O)O
DEBRISOQUIN	CHEMBL169901	Antihypertensive	175.24	N=C(N)N1CCc2ccccc2C1
ASCORBIC ACID	CHEMBL196	Acidifier (urlnary); Vitamin (antiscorbutic)	176.12	O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
PEMOLINE	CHEMBL1177	Stimulant (central)	176.18	NC1=NC(=O)C(c2ccccc2)O1
DICHLOROBENZYL ALCOHOL	CHEMBL3184437		177.03	OCc1ccc(Cl)cc1Cl
BETHANIDINE	CHEMBL1201260	Antihypertensive	177.25	C/N=C(\NC)NCc1ccccc1
BETHANIDINE SULFATE	CHEMBL2110368	Antihypertensive	177.25	C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O
PHENMETRAZINE	CHEMBL1201208	Anorexic	177.25	CC1NCCOC1c1ccccc1
PHENMETRAZINE HYDROCHLORIDE	CHEMBL1200483	Anorexic	177.25	CC1NCCOC1c1ccccc1.Cl
CHLOROBUTANOL	CHEMBL1439973	Pharmaceutic Aid (antimicrobial agent)	177.46	CC(C)(O)C(Cl)(Cl)Cl
GLUCONOLACTONE	CHEMBL1200829	Chelating Agent	178.14	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
PHENACEMIDE	CHEMBL918	Anticonvulsant	178.19	NC(=O)NC(=O)Cc1ccccc1
NIKETHAMIDE	CHEMBL2104607		178.24	CCN(CC)C(=O)c1cccnc1
PROPOFOL	CHEMBL526	Anesthetic (intravenous)	178.27	CC(C)c1cccc(C(C)C)c1O
AMYLMETACRESOL	CHEMBL1512677		178.27	CCCCCc1ccc(C)cc1O
GLUCOSAMINE	CHEMBL493287		179.17	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
GLUCOSAMINE HYDROCHLORIDE	CHEMBL1707007		179.17	Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
GLUCOSAMINE SULFATE	CHEMBL3989750		179.17	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
CARBOCYSTEINE	CHEMBL396416	Mucolytic	179.20	N[C@@H](CSCC(=O)O)C(=O)O
IPRONIAZID	CHEMBL92401		179.22	CC(C)NNC(=O)c1ccncc1
PHENACETIN	CHEMBL16073		179.22	CCOc1ccc(NC(C)=O)cc1
MEXILETINE	CHEMBL558	Cardiac Depressant (anti-arrhythmic)	179.26	Cc1cccc(C)c1OCC(C)N
METHOXYPHENAMINE	CHEMBL2010507		179.26	CNC(C)Cc1ccccc1OC
METHOXYPHENAMINE HYDROCHLORIDE	CHEMBL1985928		179.26	CNC(C)Cc1ccccc1OC.Cl
MEXILETINE HYDROCHLORIDE	CHEMBL1200606	Cardiac Depressant (anti-arrhythmic)	179.26	Cc1cccc(C)c1OCC(C)N.Cl
MEMANTINE HYDROCHLORIDE	CHEMBL1699		179.31	CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl
MEMANTINE	CHEMBL807		179.31	CC12CC3CC(C)(C1)CC(N)(C3)C2
RIMANTADINE	CHEMBL959	Antiviral	179.31	CC(N)C12CC3CC(CC(C3)C1)C2
RIMANTADINE HYDROCHLORIDE	CHEMBL535396	Antiviral	179.31	CC(N)C12CC3CC(CC(C3)C1)C2.Cl
FRUCTOSE	CHEMBL604608	Nutrient	180.16	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
ASPIRIN	CHEMBL25	Analgesic; Antirheumatic; Antipyretic	180.16	CC(=O)Oc1ccccc1C(=O)O
DEXTROSE	CHEMBL1222250	Pharmaceutic Aid (tablet coating agent); Pharmaceutic Aid (tablet binder)	180.16	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
THEOPHYLLINE	CHEMBL190	Bronchodilator,Diuretic; Relaxant (smooth muscle),Relaxant (smooth muscle)	180.17	Cn1c(=O)c2[nH]cnc2n(C)c1=O
OXTRIPHYLLINE	CHEMBL1200434	Bronchodilator	180.17	C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O
AMINOPHYLLINE	CHEMBL1370561	Relaxant (smooth muscle)	180.17	Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN
RILMENIDINE	CHEMBL289480		180.25	C1COC(NC(C2CC2)C2CC2)=N1
PROTIONAMIDE	CHEMBL1378024		180.28	CCCc1cc(C(N)=S)ccn1
TYROSINE	CHEMBL925	Amino Acid	181.19	N[C@@H](Cc1ccc(O)cc1)C(=O)O
ACAMPROSATE CALCIUM	CHEMBL2068724		181.21	CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
ACAMPROSATE	CHEMBL1201293		181.21	CC(=O)NCCCS(=O)(=O)O
PYRIDOSTIGMINE	CHEMBL1115	Cholinergic	181.22	CN(C)C(=O)Oc1ccc[n+](C)c1
PYRIDOSTIGMINE BROMIDE	CHEMBL812	Cholinergic	181.22	CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]
ETILEFRINE	CHEMBL86882		181.24	CCNCC(O)c1cccc(O)c1
FLUDEOXYGLUCOSE F 18	CHEMBL1092067		182.15	OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O
FLUDEOXYGLUCOSE	CHEMBL1086863		182.15	OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O
EFLORNITHINE HYDROCHLORIDE	CHEMBL1201037	Antineoplastic; Antiprotozoal	182.17	Cl.NCCCC(N)(C(=O)O)C(F)F.O
EFLORNITHINE	CHEMBL830	Antineoplastic; Antiprotozoal	182.17	NCCCC(N)(C(=O)O)C(F)F
SORBITOL	CHEMBL1682	Pharmaceutic Aid (flavor); Pharmaceutic Aid (tablet excipient)	182.17	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
MANNITOL	CHEMBL689	Diagnostic Aid (renal function determination); Diuretic	182.17	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DACARBAZINE	CHEMBL476	Antineoplastic	182.19	CN(C)/N=N/c1[nH]cnc1C(N)=O
MEPHENESIN	CHEMBL229128		182.22	Cc1ccccc1OCC(O)CO
SUCCIMER	CHEMBL1201073	Diagnostic Aid	182.22	O=C(O)[C@@H](S)[C@@H](S)C(=O)O
EPINEPHRINE BITARTRATE	CHEMBL1256958	Adrenergic (ophthalmic)	183.21	CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O
EPINEPHRINE	CHEMBL679	Adrenergic (ophthalmic),Adrenergic (vasoconstrictor)	183.21	CNC[C@H](O)c1ccc(O)c(O)c1
LEVONORDEFRIN	CHEMBL677	Adrenergic (vasoconstrictor)	183.21	C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
METHYPRYLON	CHEMBL1200790		183.25	CCC1(CC)C(=O)NCC(C)C1=O
ZINC ACETATE ANHYDROUS	CHEMBL1200928		183.48	CC(=O)[O-].CC(=O)[O-].[Zn+2]
ZINC ACETATE	CHEMBL3184986		183.48	CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2]
GLUTAMIC ACID HYDROCHLORIDE	CHEMBL1255943		183.59	Cl.N[C@@H](CCC(=O)O)C(=O)O
CHLORPHENTERMINE	CHEMBL1201269	Anorexic	183.68	CC(C)(N)Cc1ccc(Cl)cc1
CHLORPHENTERMINE HYDROCHLORIDE	CHEMBL1200595	Anorexic	183.68	CC(C)(N)Cc1ccc(Cl)cc1.Cl
ISOFLUROPHATE	CHEMBL1025	Cholinergic (ophthalmic)	184.15	CC(C)OP(=O)(F)OC(C)C
BARBITAL SODIUM	CHEMBL2105904		184.19	CCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+]
BARBITAL	CHEMBL444		184.19	CCC1(CC)C(=O)NC(=O)NC1=O
ABAMETAPIR	CHEMBL2205807		184.24	Cc1ccc(-c2ccc(C)cn2)nc1
ISOFLURANE	CHEMBL1256	Anesthetic (inhalation)	184.49	FC(F)OC(Cl)C(F)(F)F
ENFLURANE	CHEMBL1257	Anesthetic (inhalation)	184.49	FC(F)OC(F)(F)C(F)Cl
SECNIDAZOLE	CHEMBL498847		185.18	Cc1ncc([N+](=O)[O-])n1CC(C)O
PIRFENIDONE	CHEMBL1256391	Antipyretic; Analgesic; Anti-Inflammatory	185.23	Cc1ccc(=O)n(-c2ccccc2)c1
POLIHEXANIDE	CHEMBL2106939		185.27	CCCCCCNC(=N)NC(=N)N
MAFENIDE ACETATE	CHEMBL1201161	Anti-Infective, Topical	186.24	CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1
MAFENIDE	CHEMBL419	Anti-Infective, Topical,Antibacterial	186.24	NCc1ccc(S(N)(=O)=O)cc1
CARBIMAZOLE	CHEMBL508102		186.24	CCOC(=O)n1ccn(C)c1=S
INAMRINONE	CHEMBL12856	Cardiotonic	187.20	Nc1cc(-c2ccncc2)c[nH]c1=O
INAMRINONE LACTATE	CHEMBL2096642		187.20	CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O
SELEGILINE	CHEMBL972	Antidyskinetic; Antiparkinsonian (in combination with levodopa/carbidopa)	187.29	C#CCN(C)[C@H](C)Cc1ccccc1
SELEGILINE HYDROCHLORIDE	CHEMBL1200904	Antidyskinetic; Antiparkinsonian (in combination with levodopa/carbidopa)	187.29	C#CCN(C)[C@H](C)Cc1ccccc1.Cl
PERFLUTREN	CHEMBL1663		188.02	FC(F)(F)C(F)(F)C(F)(F)F
POTASSIUM BITARTRATE	CHEMBL2105248		188.18	O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
AZELAIC ACID	CHEMBL1238	Anti-Acne	188.22	O=C(O)CCCCCCCC(=O)O
ANTIPYRINE	CHEMBL277474	Analgesic	188.23	Cc1cc(=O)n(-c2ccccc2)n1C
DEANOL ACEGLUMATE	CHEMBL3833347		189.17	CC(=O)NC(CCC(=O)O)C(=O)O.CN(C)CCO
ACEGLUMATE	CHEMBL2142890		189.17	CC(=O)NC(CCC(=O)O)C(=O)O
PHENSUXIMIDE	CHEMBL797	Anticonvulsant	189.21	CN1C(=O)CC(c2ccccc2)C1=O
THIOTEPA	CHEMBL671	Antineoplastic	189.22	S=P(N1CC1)(N1CC1)N1CC1
CARGLUMIC ACID	CHEMBL1201780		190.16	NC(=O)N[C@@H](CCC(=O)O)C(=O)O
ETHAMSYLATE	CHEMBL1514715	Hemostatic	190.18	CCNCC.O=S(=O)(O)c1cc(O)ccc1O
DOBESILIC ACID	CHEMBL1232131	Hemostatic	190.18	O=S(=O)(O)c1cc(O)ccc1O
CALCIUM DOBESILATE	CHEMBL2106191		190.18	O=S(=O)([O-])c1cc(O)ccc1O.O=S(=O)([O-])c1cc(O)ccc1O.[Ca+2]
ISOSORBIDE MONONITRATE	CHEMBL1311	Vasodilator (coronary)	191.14	O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
PHENDIMETRAZINE	CHEMBL1615439		191.27	C[C@H]1[C@H](c2ccccc2)OCCN1C
PHENDIMETRAZINE TARTRATE	CHEMBL2062163		191.27	C[C@H]1[C@H](c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O
DIETHYLTOLUAMIDE	CHEMBL1453317	Repellant, Arthropod	191.27	CCN(CC)C(=O)c1cccc(C)c1
CITRIC ACID	CHEMBL1261		192.12	O=C(O)CC(O)(CC(=O)O)C(=O)O
TOCAINIDE	CHEMBL1762	Cardiac Depressant (anti-arrhythmic)	192.26	Cc1cccc(C)c1NC(=O)C(C)N
IBUFENAC	CHEMBL341812	Analgesic; Anti-Inflammatory	192.26	CC(C)Cc1ccc(CC(=O)O)cc1
TOCAINIDE HYDROCHLORIDE	CHEMBL1200773	Cardiac Depressant (anti-arrhythmic)	192.26	Cc1cccc(C)c1NC(=O)C(C)N.Cl
BUTAMBEN PICRATE	CHEMBL3142541		193.25	CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
BUTAMBEN	CHEMBL127516	Anesthetic (topical)	193.25	CCCCOC(=O)c1ccc(N)cc1
ETAFEDRINE	CHEMBL2110926	Adrenergic	193.29	CCN(C)C(C)C(O)c1ccccc1
ETAFEDRINE HYDROCHLORIDE	CHEMBL2106678	Adrenergic	193.29	CCN(C)C(C)C(O)c1ccccc1.Cl
TEMOZOLOMIDE	CHEMBL810		194.15	Cn1nnc2c(C(N)=O)ncn2c1=O
CAFFEINE CITRATE	CHEMBL1200569		194.19	Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
AMINOHIPPURIC ACID	CHEMBL463	Diagnostic Aid (renal function determination)	194.19	Nc1ccc(C(=O)NCC(=O)O)cc1
AMINOHIPPURATE SODIUM	CHEMBL1200365	Diagnostic Aid (renal function determination)	194.19	Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+]
CAFFEINE	CHEMBL113	Stimulant (central)	194.19	Cn1c(=O)c2c(ncn2C)n(C)c1=O
SOLRIAMFETOL HYDROCHLORIDE	CHEMBL4297212		194.23	Cl.NC(=O)OC[C@H](N)Cc1ccccc1
SOLRIAMFETOL	CHEMBL4297620		194.23	NC(=O)OC[C@H](N)Cc1ccccc1
HEXYLRESORCINOL	CHEMBL443605	Anthelmintic	194.27	CCCCCCc1ccc(O)cc1O
METYROSINE	CHEMBL1200862	Antihypertensive	195.22	C[C@](N)(Cc1ccc(O)cc1)C(=O)O
MEGLUMINE	CHEMBL1200570	Diagnostic Aid (radiopaque medium)	195.22	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
LORCASERIN	CHEMBL360328		195.69	C[C@H]1CNCCc2ccc(Cl)cc21
LORCASERIN HYDROCHLORIDE	CHEMBL2095211		195.69	C[C@H]1CNCCc2ccc(Cl)cc21.Cl
SELENOMETHIONINE SE 75	CHEMBL1201054	Diagnostic Aid (pancreas function determination); Radioactive Agent	196.11	C[75Se]CC[C@H](N)C(=O)O
SELENOMETHIONINE	CHEMBL113178	Diagnostic Aid (pancreas function determination); Radioactive Agent	196.11	C[Se]CC[C@H](N)C(=O)O
CANTHARIDIN	CHEMBL48449		196.20	C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1
LEVODOPA	CHEMBL1009	Antiparkinsonian	197.19	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
HALOTHANE	CHEMBL931	Anesthetic (inhalation)	197.38	FC(F)(F)C(Cl)Br
BECLAMIDE	CHEMBL64195		197.66	O=C(CCCl)NCc1ccccc1
ARSENIC TRIOXIDE	CHEMBL1200978		197.84	O=[As]O[As]=O
SODIUM ASCORBATE	CHEMBL591665	Vitamin (antiscorbutic)	198.11	O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+]
NITROFURAZONE	CHEMBL869	Anti-Infective, Topical	198.14	NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
GUAIFENESIN	CHEMBL980	Expectorant	198.22	COc1ccccc1OCC(O)CO
METHARBITAL	CHEMBL450		198.22	CCC1(CC)C(=O)NC(=O)N(C)C1=O
TACRINE	CHEMBL95	Cognition Adjuvant; Dementia Symptoms Treatment Adjunct	198.27	Nc1c2c(nc3ccccc13)CCCC2
TACRINE HYDROCHLORIDE	CHEMBL1677	Cognition Adjuvant; Dementia Symptoms Treatment Adjunct	198.27	Cl.Nc1c2c(nc3ccccc13)CCCC2
GUANETHIDINE MONOSULFATE	CHEMBL1345	Antihypertensive	198.31	N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O
GUANETHIDINE	CHEMBL765	Antihypertensive	198.31	N=C(N)NCCN1CCCCCCC1
CLAVULANATE POTASSIUM	CHEMBL1003	Inhibitor (beta-lactamase)	199.16	O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+]
CLAVULANIC ACID	CHEMBL777	Inhibitor (beta-lactamase)	199.16	O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
DIETHYLCARBAMAZINE	CHEMBL684	Anthelmintic	199.30	CCN(CC)C(=O)N1CCN(C)CC1
DIETHYLCARBAMAZINE CITRATE	CHEMBL937	Anthelmintic	199.30	CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CEVIMELINE	CHEMBL168815	Alzheimer's Disease Treatment (adjunct)	199.32	CC1OC2(CS1)CN1CCC2CC1
CEVIMELINE HYDROCHLORIDE	CHEMBL2218917	Alzheimer's Disease Treatment (adjunct)	199.32	CC1OC2(CS1)CN1CCC2CC1.Cl.O
SEVOFLURANE	CHEMBL1200694	Anesthetic (inhalation)	200.05	FCOC(C(F)(F)F)C(F)(F)F
TEGAFUR	CHEMBL20883	Antineoplastic	200.17	O=c1[nH]c(=O)n(C2CCCO2)cc1F
MONOBENZONE	CHEMBL1388	Depigmentor	200.24	Oc1ccc(OCc2ccccc2)cc1
